user_id,pse_id
503,40
504,611
505,882
506,582
507,47
508,247
509,36
510,194
511,705
512,825
513,649
514,648
515,349
516,438
517,972
518,717
519,397
520,336
521,383
522,533
523,443
524,497
525,288
526,118
527,528
528,399
529,302
530,543
531,27
532,284
533,186
534,922
535,156
536,2
537,994
538,57
539,986
540,480
541,282
542,890
543,304
544,947
545,259
546,458
547,486
548,217
549,640
550,10
551,874
552,626
553,115
554,682
555,851
556,183
557,581
558,748
559,571
560,502
561,218
562,967
563,28
564,687
565,469
566,323
567,137
568,354
569,51
570,668
571,92
572,295
573,386
574,726
575,956
576,720
577,13
578,958
579,989
580,369
581,9
582,91
583,744
584,283
585,126
586,520
587,45
588,524
589,331
590,213
591,181
592,221
593,278
594,932
595,241
596,478
597,895
598,899
599,235
600,350
601,996
602,839
603,150
604,131
605,904
606,593
607,970
608,991
609,346
610,760
611,70
612,308
613,585
614,566
615,334
616,271
617,294
618,988
619,557
620,209
621,228
622,99
623,596
624,328
625,992
626,580
627,335
628,75
629,950
630,466
631,767
632,332
633,909
634,993
635,84
636,281
637,707
638,733
639,732
640,303
641,338
642,158
643,142
644,759
645,584
646,670
647,475
648,898
649,132
650,42
651,408
652,373
653,492
654,664
655,861
656,140
657,912
658,177
659,327
660,485
661,422
662,276
663,551
664,632
665,925
666,467
667,725
668,658
669,464
670,203
671,510
672,568
673,537
674,270
675,208
676,743
677,125
678,316
679,805
680,639
681,69
682,530
683,269
684,920
685,365
686,984
687,71
688,375
689,4
690,117
691,363
692,828
693,112
694,708
695,636
696,588
697,379
698,122
699,50
700,154
701,564
702,401
703,789
704,635
705,792
706,425
707,809
708,856
709,615
710,999
711,207
712,680
713,446
714,719
715,835
716,613
717,723
718,400
719,476
720,908
721,862
722,210
723,49
724,676
725,1
726,293
727,594
728,511
729,884
730,997
731,505
732,374
733,713
734,946
735,310
736,876
737,60
738,859
739,393
740,67
741,796
742,780
743,606
744,414
745,245
746,240
747,392
748,577
749,693
750,614
751,871
752,838
753,159
754,749
755,951
756,34
757,878
758,542
759,62
760,831
761,822
762,575
763,691
764,742
765,738
766,389
767,121
768,368
769,361
770,429
771,366
772,656
773,995
774,435
775,572
776,5
777,866
778,964
779,597
780,816
781,116
782,453
783,189
784,940
785,439
786,188
787,105
788,168
789,535
790,109
791,754
792,253
793,929
794,251
795,647
796,517
797,768
798,490
799,966
800,372
801,944
802,179
803,311
804,216
805,772
806,605
807,231
808,928
809,948
810,56
811,277
812,941
813,567
814,415
815,589
816,21
817,65
818,662
819,16
820,669
821,677
822,795
823,371
824,696
825,834
826,493
827,345
828,939
829,973
830,778
831,202
832,347
833,783
834,29
835,108
836,865
837,198
838,652
839,153
840,12
841,631
842,23
843,959
844,426
845,829
846,791
847,702
848,747
849,771
850,976
851,130
852,267
853,232
854,728
855,943
856,46
857,434
858,103
859,774
860,802
861,230
862,927
863,700
864,642
865,978
866,138
867,672
868,341
869,477
870,396
871,872
872,519
873,163
874,963
875,219
876,431
877,785
878,258
879,694
880,165
881,487
882,515
883,234
884,499
885,382
886,526
887,762
888,650
889,826
890,440
891,897
892,457
893,610
894,491
895,254
896,786
897,152
898,937
899,938
900,192
901,618
902,752
903,961
904,367
905,44
906,296
907,674
908,811
909,176
910,26
911,546
912,727
913,558
914,534
915,385
916,273
917,761
918,356
919,552
920,444
921,731
922,911
923,678
924,764
925,266
926,252
927,445
928,66
929,730
930,172
931,776
932,779
933,659
934,608
935,883
936,19
937,24
938,810
939,479
940,452
941,173
942,775
943,462
944,471
945,903
946,86
947,344
948,630
949,930
950,579
951,654
952,934
953,160
954,1000
955,599
956,980
957,952
958,330
959,225
960,174
961,854
962,513
963,541
964,248
965,622
966,127
967,300
968,683
969,960
970,433
971,790
972,671
973,197
974,215
975,942
976,420
977,910
978,709
979,275
980,900
981,222
982,663
983,64
984,574
985,504
986,746
987,227
988,233
989,488
990,280
991,249
992,61
993,525
994,587
995,753
996,405
997,777
998,387
999,887
1000,465
