user_id,pse_id
333,809
334,145
335,165
336,941
337,674
338,277
339,750
340,549
341,523
342,489
343,585
344,377
345,762
346,608
347,735
348,435
349,6
350,739
351,19
352,710
353,334
354,497
355,641
356,823
357,768
358,272
359,774
360,841
361,441
362,262
363,405
364,371
365,706
366,186
367,857
368,745
369,757
370,413
371,258
372,920
373,122
374,847
375,297
376,221
377,919
378,133
379,700
380,695
381,275
382,375
383,914
384,758
385,326
386,285
387,509
388,128
389,916
390,605
391,711
392,101
393,264
394,418
395,571
396,483
397,686
398,245
399,625
400,687
401,722
402,401
403,892
404,155
405,733
406,8
407,357
408,681
409,910
410,360
411,281
412,14
413,244
414,93
415,718
416,621
417,575
418,224
419,33
420,81
421,473
422,415
423,239
424,566
425,494
426,787
427,40
428,963
429,349
430,216
431,943
432,629
433,541
434,682
435,336
436,137
437,369
438,174
439,818
440,552
441,464
442,824
443,419
444,825
445,705
446,266
447,814
448,587
449,913
450,187
451,73
452,772
453,696
454,858
455,289
456,429
457,151
458,321
459,44
460,829
461,882
462,719
463,501
464,284
465,565
466,815
467,231
468,574
469,880
470,773
471,223
472,383
473,342
474,886
475,20
476,850
477,598
478,355
479,294
480,68
481,3
482,755
483,881
484,226
485,162
486,701
487,944
488,581
489,594
490,879
491,662
492,932
493,955
494,431
495,53
496,213
497,510
498,484
499,455
500,738
501,894
502,673
503,572
504,707
505,573
506,47
507,614
508,831
509,559
510,475
511,786
512,409
513,945
514,307
515,779
516,709
517,532
518,664
519,676
520,617
521,615
522,766
523,854
524,975
525,217
526,180
527,26
528,146
529,870
530,590
531,74
532,612
533,630
534,656
535,833
536,387
537,855
538,577
539,64
540,760
541,508
542,333
543,816
544,586
545,524
546,305
547,309
548,861
549,316
550,980
551,84
552,51
553,522
554,869
555,952
556,249
557,123
558,649
559,731
560,395
561,635
562,381
563,183
564,597
565,893
566,80
567,747
568,588
569,274
570,533
571,61
572,812
573,96
574,729
575,164
576,826
577,189
578,340
579,912
580,562
581,690
582,69
583,454
584,208
585,54
586,179
587,106
588,669
589,460
590,17
591,969
592,595
593,988
594,374
595,331
596,463
597,433
598,616
599,323
600,609
601,465
602,380
603,311
604,983
605,25
606,98
607,599
608,871
609,528
610,378
611,108
612,791
613,770
614,196
615,230
616,458
617,767
618,373
619,746
620,251
621,211
622,157
623,953
624,600
625,351
626,905
627,529
628,848
629,808
630,888
631,472
632,97
633,468
634,282
635,511
636,694
637,276
638,295
639,684
640,347
641,149
642,611
643,421
644,704
645,341
646,273
647,283
648,564
649,794
650,949
651,743
652,75
653,324
654,462
655,420
656,229
657,491
658,957
659,448
660,646
661,578
662,512
663,329
664,691
665,143
666,851
667,902
668,939
669,12
670,830
671,72
672,300
673,891
674,689
675,402
676,291
677,796
678,63
679,263
680,859
681,775
682,439
683,637
684,896
685,563
686,298
687,966
688,985
689,261
690,931
691,903
692,252
693,406
694,923
695,498
696,878
697,443
698,184
699,911
700,200
701,181
702,548
703,644
704,271
705,852
706,813
707,805
708,647
709,57
710,436
711,23
712,396
713,306
714,479
715,553
716,314
717,834
718,118
719,547
720,386
721,800
722,643
723,67
724,977
725,338
726,153
727,469
728,623
729,639
730,877
731,424
732,243
733,875
734,542
735,103
736,785
737,968
738,864
739,872
740,956
741,203
742,495
743,250
744,45
745,278
746,222
747,301
748,130
749,160
750,117
751,364
752,845
753,929
754,450
755,921
756,672
757,235
758,392
759,753
760,344
761,177
762,78
763,628
764,867
765,163
766,185
767,34
768,832
769,776
770,505
771,950
772,887
773,205
774,13
775,288
776,567
777,388
778,400
779,853
780,407
781,232
782,742
783,470
784,238
785,202
786,666
787,37
788,951
789,190
790,998
791,246
792,782
793,173
794,546
795,240
796,938
797,136
798,1000
799,293
800,915
801,624
802,840
803,412
804,889
805,228
806,724
807,819
808,191
809,493
810,670
811,502
812,126
813,797
814,199
815,543
816,972
817,518
818,730
819,65
820,453
821,440
822,116
823,16
824,161
825,318
826,519
827,352
828,737
829,204
830,5
831,984
832,918
833,7
834,178
835,970
836,92
837,863
838,901
839,996
840,714
841,982
842,428
843,715
844,218
845,837
846,989
847,744
848,725
849,354
850,558
851,425
852,925
853,580
854,104
855,974
856,876
857,36
858,76
859,265
860,225
861,482
862,663
863,576
864,490
865,900
866,642
867,35
868,806
869,304
870,499
871,631
872,835
873,350
874,810
875,589
876,899
877,471
878,290
879,698
880,29
881,638
882,602
883,792
884,459
885,535
886,740
887,708
888,132
889,361
890,58
891,154
892,659
893,144
894,156
895,655
896,531
897,986
898,777
899,922
900,147
901,679
902,865
903,411
904,70
905,188
906,194
907,579
908,754
909,593
910,844
911,716
912,554
913,935
914,959
915,330
916,836
917,376
918,320
919,82
920,904
921,843
922,394
923,135
924,895
925,138
926,253
927,906
928,107
929,763
930,688
931,280
932,325
933,997
934,444
935,668
936,721
937,804
938,399
939,28
940,521
941,534
942,432
943,769
944,233
945,961
946,99
947,269
948,909
949,259
950,583
951,362
952,27
953,506
954,90
955,610
956,632
957,335
958,680
959,940
960,87
961,683
962,403
963,537
964,954
965,42
966,124
967,461
968,296
969,898
970,46
971,214
972,148
973,516
974,487
975,50
976,839
977,56
978,15
979,476
980,924
981,713
982,803
983,85
984,967
985,414
986,995
987,197
988,170
989,182
990,427
991,752
992,220
993,445
994,308
995,114
996,365
997,79
998,83
999,452
1000,884
