pse_id,time,reg_id
5,2013/07/07 20:40:51,385
5,2013/07/07 21:10:51,529
5,2013/07/07 21:40:51,864
5,2013/07/07 22:10:51,273
5,2013/07/07 22:40:51,150
5,2013/07/07 23:10:51,544
5,2013/10/07 13:10:29,603
5,2013/10/07 13:40:29,497
5,2013/10/07 14:10:29,840
5,2013/10/07 14:40:29,686
5,2013/10/07 15:10:29,705
5,2013/10/07 17:05:29,920
5,2013/10/07 17:35:29,592
5,2013/10/13 12:30:32,95
5,2013/10/13 14:10:32,936
5,2013/10/13 14:40:32,971
5,2013/10/13 15:10:32,243
5,2013/10/13 15:40:32,540
5,2013/10/13 16:10:33,622
5,2013/10/13 16:40:33,527
5,2013/10/13 17:10:33,17
5,2013/10/13 17:40:33,457
5,2013/12/16 14:25:06,1006
6,2013/07/07 12:35:49,285
6,2013/07/07 13:10:08,388
6,2013/07/07 13:40:47,111
6,2013/07/07 14:25:28,426
6,2013/07/07 15:40:47,294
6,2013/07/07 16:10:49,734
6,2013/07/07 16:40:51,361
6,2013/07/07 17:10:54,889
6,2013/07/07 17:40:56,878
6,2013/07/07 18:10:58,742
6,2013/07/07 18:45:01,1003
6,2013/07/07 20:25:02,549
6,2013/07/07 20:55:10,567
6,2013/07/07 21:40:36,495
6,2013/07/07 23:20:39,514
6,2013/07/07 23:50:39,213
6,2013/10/07 10:50:46,544
6,2013/10/07 12:15:35,545
6,2013/10/07 12:45:38,23
6,2013/10/07 13:15:40,146
6,2013/10/07 13:45:43,40
6,2013/10/07 14:15:46,601
6,2013/10/07 14:45:49,468
6,2013/10/07 15:15:52,117
6,2013/10/07 15:45:55,240
6,2013/10/07 16:15:58,25
6,2013/10/07 16:50:01,574
6,2013/10/07 17:20:04,513
6,2013/10/07 17:50:06,703
6,2013/10/07 18:20:09,553
6,2013/10/07 18:50:12,687
6,2013/10/07 19:20:15,536
6,2013/10/07 19:50:18,495
6,2013/10/07 20:25:04,819
6,2013/10/07 21:00:02,510
7,2013/07/07 18:45:13,725
7,2013/07/07 19:15:13,187
7,2013/07/07 19:45:13,758
7,2013/07/07 20:15:13,1023
7,2013/07/07 20:45:13,940
7,2013/07/07 21:15:13,515
7,2013/10/07 00:00:00,618
7,2013/10/07 07:50:46,287
7,2013/10/07 08:20:46,896
7,2013/10/07 08:50:46,874
7,2013/10/07 09:20:46,11
7,2013/10/07 09:55:25,539
7,2013/10/07 11:35:06,356
7,2013/10/07 12:05:06,546
7,2013/10/07 12:35:06,142
7,2013/10/07 13:05:06,801
7,2013/10/07 13:35:06,73
7,2013/10/07 14:05:06,165
7,2013/10/07 14:35:06,667
7,2013/10/07 15:05:06,9
7,2013/10/07 15:35:06,74
7,2013/10/07 16:05:06,432
7,2013/10/07 16:35:06,912
7,2013/10/07 17:05:06,58
7,2013/10/07 17:35:06,1022
7,2013/10/07 18:05:06,941
7,2013/10/07 18:35:06,82
7,2013/10/07 19:05:06,552
7,2013/10/07 19:35:06,571
7,2013/10/07 20:05:06,789
7,2013/10/07 20:35:06,53
7,2013/10/07 21:05:06,42
7,2013/10/13 08:25:54,964
7,2013/10/13 08:55:54,404
7,2013/10/13 10:40:56,830
8,2013/07/07 19:05:13,478
8,2013/07/07 19:35:13,554
8,2013/07/07 20:05:13,573
8,2013/10/07 09:10:00,89
8,2013/10/07 10:45:40,348
8,2013/10/07 11:20:05,821
8,2013/10/07 11:50:26,507
8,2013/10/07 12:30:30,959
8,2013/10/07 13:05:29,611
8,2013/10/07 13:40:18,787
8,2013/10/13 00:00:00,213
8,2013/10/13 08:15:12,550
8,2013/10/13 09:20:12,820
8,2013/10/13 09:50:12,110
8,2013/10/13 10:20:12,528
8,2013/10/13 10:50:12,605
8,2013/10/13 11:20:12,147
8,2013/10/13 11:50:12,633
8,2013/10/13 12:20:12,19
8,2013/10/13 12:50:12,787
8,2013/10/13 13:20:12,297
8,2013/10/13 13:50:12,466
8,2013/10/13 14:20:12,358
8,2013/10/13 14:50:12,298
8,2013/10/13 15:20:12,1011
8,2013/10/13 15:50:12,894
8,2013/10/13 16:20:12,272
8,2013/10/13 16:50:12,119
8,2013/10/13 17:20:12,516
8,2013/10/13 17:50:12,95
8,2013/10/13 18:20:12,647
8,2013/10/13 18:50:12,197
8,2013/10/13 19:20:12,50
8,2013/10/13 19:50:12,625
8,2013/10/13 20:20:12,873
9,2013/07/07 21:20:31,79
9,2013/07/07 21:50:31,211
9,2013/07/07 22:20:31,98
9,2013/07/07 22:50:31,456
9,2013/10/07 00:00:00,1003
9,2013/10/07 08:55:58,596
9,2013/10/07 09:25:58,758
9,2013/10/07 09:55:58,863
9,2013/10/07 10:25:58,829
9,2013/10/07 10:55:58,579
9,2013/10/07 11:25:58,822
9,2013/10/07 11:55:58,75
9,2013/10/07 12:25:58,551
9,2013/10/07 12:55:58,36
9,2013/10/07 13:25:58,31
9,2013/10/07 13:55:58,563
9,2013/10/07 14:25:58,21
9,2013/10/07 14:55:58,438
9,2013/10/07 15:25:58,340
9,2013/10/07 15:55:58,172
9,2013/10/07 16:25:58,724
9,2013/10/07 16:55:58,167
9,2013/10/07 17:25:58,701
9,2013/10/07 17:55:58,850
9,2013/10/07 18:25:58,268
9,2013/10/07 19:35:58,112
9,2013/10/07 20:05:58,30
9,2013/10/13 13:25:20,871
9,2013/10/13 15:20:26,112
9,2013/10/13 17:10:02,817
9,2013/12/16 21:30:11,41
9,2013/12/16 23:20:18,983
9,2013/12/16 23:50:18,925
9,2013/12/22 12:35:24,929
9,2013/12/22 13:05:24,149
10,2013/10/13 14:00:49,835
10,2013/10/13 14:30:49,989
10,2013/10/13 15:00:49,207
10,2013/10/13 15:30:49,184
10,2013/10/13 16:00:49,992
10,2013/10/13 16:30:49,314
10,2013/10/13 17:00:49,170
10,2013/10/13 17:30:49,132
10,2013/10/13 18:00:49,278
10,2013/10/13 18:30:49,406
10,2013/10/13 19:00:49,70
10,2013/10/13 19:30:49,351
10,2013/10/13 20:00:49,790
10,2013/10/13 20:30:49,363
10,2013/10/13 21:00:49,271
10,2013/10/13 21:30:49,718
10,2013/10/13 22:00:49,919
10,2013/10/13 22:30:49,804
10,2013/10/13 23:00:49,624
10,2013/12/16 00:00:00,122
10,2013/12/16 08:50:32,754
10,2013/12/16 09:20:32,585
10,2013/12/16 09:50:32,251
10,2013/12/16 10:20:32,465
10,2013/12/16 10:50:32,784
10,2013/12/16 16:05:32,191
10,2013/12/16 16:35:32,27
10,2013/12/16 17:05:32,672
10,2013/12/16 17:35:32,390
10,2013/12/16 18:05:32,413
10,2013/12/16 18:35:32,903
10,2013/12/16 19:05:32,4
10,2013/12/16 19:35:32,238
10,2013/12/16 20:05:32,129
10,2013/12/22 14:05:15,58
11,2013/10/07 12:40:11,496
11,2013/10/07 13:10:11,143
11,2013/10/07 13:40:11,365
11,2013/10/07 14:10:11,783
11,2013/10/07 14:40:11,32
11,2013/10/07 15:10:11,216
11,2013/10/07 15:40:11,617
11,2013/10/07 16:10:11,253
11,2013/10/07 16:40:11,1001
11,2013/10/07 17:10:11,142
11,2013/10/07 17:40:11,883
11,2013/10/07 18:10:11,835
11,2013/10/07 18:40:11,604
11,2013/10/07 19:10:49,961
11,2013/10/07 20:40:49,709
11,2013/10/07 21:10:49,941
11,2013/10/07 21:40:49,1007
11,2013/10/07 22:10:49,910
11,2013/10/07 22:40:49,158
11,2013/10/07 23:10:49,817
11,2013/10/13 11:25:08,677
11,2013/10/13 11:55:08,281
11,2013/10/13 12:25:08,572
11,2013/10/13 12:55:08,912
11,2013/10/13 13:25:08,261
11,2013/10/13 13:55:08,745
11,2013/10/13 15:30:08,871
11,2013/10/13 16:00:08,206
11,2013/10/13 16:30:08,706
11,2013/10/13 17:00:08,861
11,2013/12/16 16:05:01,862
11,2013/12/16 16:35:01,64
11,2013/12/16 17:05:01,157
11,2013/12/16 17:35:01,101
11,2013/12/16 18:05:01,750
12,2013/10/13 15:45:24,90
12,2013/10/13 16:15:24,16
12,2013/10/13 16:45:24,41
12,2013/10/13 17:15:24,283
12,2013/10/13 17:45:24,36
12,2013/10/13 18:15:24,479
12,2013/10/13 18:45:24,548
12,2013/12/16 00:00:00,670
12,2013/12/16 08:10:12,692
12,2013/12/16 08:40:12,389
12,2013/12/16 09:10:12,665
12,2013/12/16 09:40:12,939
12,2013/12/16 10:10:12,699
12,2013/12/16 10:40:12,170
12,2013/12/16 11:10:12,748
12,2013/12/16 11:40:12,997
12,2013/12/16 12:10:12,60
12,2013/12/16 12:40:12,587
12,2013/12/16 13:10:12,716
12,2013/12/16 13:40:12,973
12,2013/12/16 14:10:12,453
12,2013/12/16 14:40:12,62
12,2013/12/16 15:10:12,948
12,2013/12/16 15:40:12,863
12,2013/12/16 16:10:12,400
12,2013/12/16 16:40:12,972
12,2013/12/16 17:10:12,409
12,2013/12/16 17:40:12,877
12,2013/12/16 18:35:12,650
12,2013/12/16 19:05:12,25
12,2013/12/16 19:35:12,457
12,2013/12/16 20:05:12,611
12,2013/12/16 20:35:12,634
12,2013/12/16 21:05:12,584
12,2013/12/16 21:35:12,359
13,2013/10/13 12:35:42,691
13,2013/10/13 13:05:42,261
13,2013/10/13 13:35:42,477
13,2013/10/13 14:05:42,896
13,2013/12/16 09:55:08,510
13,2013/12/16 11:05:56,708
13,2013/12/16 11:35:56,109
13,2013/12/16 12:05:57,416
13,2013/12/16 12:35:58,907
13,2013/12/16 13:05:59,118
13,2013/12/16 13:40:00,74
13,2013/12/16 14:10:00,833
13,2013/12/16 14:40:01,8
13,2013/12/16 15:10:02,196
13,2013/12/16 15:40:03,587
13,2013/12/16 16:10:04,713
13,2013/12/16 16:40:04,412
13,2013/12/16 17:10:05,463
13,2013/12/16 17:40:06,40
13,2013/12/16 18:10:07,603
13,2013/12/16 18:40:08,248
13,2013/12/16 19:10:08,937
13,2013/12/16 20:15:09,203
13,2013/12/16 20:45:09,755
13,2013/12/22 08:40:22,707
13,2013/12/22 09:30:44,78
13,2013/12/22 10:00:44,171
13,2013/12/22 10:30:44,158
13,2013/12/22 11:00:44,792
13,2013/12/22 11:30:44,541
13,2013/12/22 12:00:44,494
13,2013/12/22 12:30:44,747
13,2013/12/22 13:00:44,892
13,2013/12/22 13:30:44,21
13,2013/12/22 14:00:44,351
14,2013/12/16 00:00:00,548
14,2013/12/16 08:45:25,566
14,2013/12/16 09:15:25,488
14,2013/12/16 09:45:25,906
14,2013/12/16 10:15:25,18
14,2013/12/16 10:45:25,620
14,2013/12/16 11:15:25,320
14,2013/12/16 11:45:25,58
14,2013/12/16 12:15:25,771
14,2013/12/16 12:45:25,114
14,2013/12/16 13:15:25,771
14,2013/12/16 13:45:25,203
14,2013/12/16 14:15:25,512
14,2013/12/16 14:45:25,137
14,2013/12/16 15:15:25,359
14,2013/12/16 15:45:25,589
14,2013/12/16 16:15:25,803
14,2013/12/16 16:45:25,855
14,2013/12/16 17:15:25,386
14,2013/12/16 17:45:25,763
14,2013/12/16 18:15:25,116
14,2013/12/16 19:45:25,90
14,2013/12/16 20:15:25,287
14,2013/12/22 12:15:50,349
14,2013/12/22 12:45:50,652
14,2013/12/22 13:15:50,968
14,2013/12/22 13:50:51,306
14,2013/12/22 14:55:25,882
14,2013/12/22 15:25:28,271
14,2013/12/22 15:55:32,811
14,2013/12/22 16:25:35,670
14,2013/12/22 16:55:38,692
14,2013/12/22 17:45:13,535
14,2013/12/22 20:10:38,312
14,2013/12/22 20:40:38,149
15,2013/10/13 09:40:21,245
15,2013/10/13 10:45:21,693
15,2013/10/13 11:15:25,144
15,2013/10/13 11:45:28,736
15,2013/10/13 12:15:32,755
15,2013/10/13 12:45:36,436
15,2013/10/13 13:15:53,759
15,2013/10/13 14:45:53,113
15,2013/10/13 15:15:59,659
15,2013/10/13 15:50:05,263
15,2013/10/13 16:35:42,426
15,2013/10/13 19:50:12,843
15,2013/10/13 20:20:16,917
15,2013/10/13 20:50:20,290
15,2013/10/13 21:20:24,139
15,2013/10/13 23:10:27,441
15,2013/12/16 10:35:54,678
15,2013/12/16 11:25:57,392
15,2013/12/16 13:10:40,7
15,2013/12/16 13:40:40,867
15,2013/12/16 14:10:40,901
15,2013/12/16 14:40:40,903
15,2013/12/22 09:40:26,461
15,2013/12/22 10:45:27,787
15,2013/12/22 11:15:30,376
15,2013/12/22 11:45:33,233
15,2013/12/22 12:15:36,238
15,2013/12/22 12:45:39,644
15,2013/12/22 13:15:42,426
15,2013/12/22 13:45:46,360
15,2013/12/22 14:15:49,683
15,2013/12/22 14:45:52,694
15,2013/12/22 15:15:55,885
15,2013/12/22 15:45:58,789
15,2013/12/22 16:20:02,136
16,2013/10/13 13:10:31,560
16,2013/10/13 13:40:31,45
16,2013/10/13 14:10:31,245
16,2013/10/13 16:05:31,509
16,2013/10/13 16:35:31,762
16,2013/12/16 00:00:00,588
16,2013/12/16 07:10:28,337
16,2013/12/16 07:40:28,41
16,2013/12/16 08:10:28,378
16,2013/12/16 08:40:28,304
16,2013/12/16 09:10:28,1009
16,2013/12/16 09:40:28,559
16,2013/12/16 10:10:28,127
16,2013/12/16 10:40:28,589
16,2013/12/16 11:10:28,333
16,2013/12/16 11:40:28,689
16,2013/12/16 12:10:28,489
16,2013/12/16 12:40:28,397
16,2013/12/16 13:10:28,107
16,2013/12/16 13:40:28,1004
16,2013/12/16 14:10:28,613
16,2013/12/16 14:40:28,747
16,2013/12/16 15:10:28,102
16,2013/12/16 15:40:28,162
16,2013/12/16 16:10:28,546
16,2013/12/16 16:40:28,517
16,2013/12/16 17:10:28,71
16,2013/12/16 17:40:28,902
16,2013/12/16 18:10:28,386
16,2013/12/16 18:40:28,595
16,2013/12/16 19:10:28,199
16,2013/12/16 22:45:28,87
16,2013/12/16 23:15:28,775
16,2013/12/22 14:40:20,263
16,2013/12/22 15:10:20,628
17,2013/07/07 12:40:41,210
17,2013/07/07 13:10:41,599
17,2013/07/07 14:45:41,245
17,2013/07/07 15:15:43,903
17,2013/07/07 15:45:45,844
17,2013/07/07 16:15:47,911
17,2013/07/07 16:45:49,407
17,2013/07/07 17:15:50,696
17,2013/07/07 17:45:52,505
17,2013/07/07 18:15:54,698
17,2013/07/07 18:45:56,591
17,2013/07/07 19:15:58,547
17,2013/07/07 20:40:44,252
17,2013/07/07 21:10:44,142
17,2013/07/07 21:40:44,795
17,2013/07/07 22:10:44,467
17,2013/07/07 22:40:44,907
17,2013/07/07 23:10:44,495
17,2013/07/07 23:40:44,305
17,2013/10/07 10:30:40,996
17,2013/10/07 11:00:40,905
17,2013/10/07 11:30:40,77
17,2013/10/07 12:00:40,327
17,2013/10/07 12:30:40,862
17,2013/10/07 13:00:40,259
17,2013/10/07 13:30:40,625
17,2013/10/07 14:00:40,26
17,2013/10/07 14:30:40,693
17,2013/10/07 15:00:40,941
17,2013/10/07 15:30:40,131
17,2013/10/07 16:00:40,195
17,2013/10/07 17:45:40,598
17,2013/10/07 18:15:40,6
17,2013/10/07 18:45:40,864
17,2013/10/07 19:15:40,2
18,2013/07/07 17:00:40,725
18,2013/07/07 17:30:41,921
18,2013/07/07 18:00:43,417
18,2013/07/07 18:30:45,64
18,2013/07/07 19:00:47,779
18,2013/07/07 20:50:49,896
18,2013/07/07 21:20:49,649
18,2013/07/07 21:50:49,933
18,2013/07/07 22:20:49,896
18,2013/07/07 22:50:49,453
18,2013/07/07 23:20:49,669
18,2013/10/07 08:55:52,750
18,2013/10/07 09:55:13,401
18,2013/10/07 13:00:35,112
18,2013/10/07 13:30:44,252
18,2013/10/07 14:00:53,538
18,2013/10/07 15:35:55,221
18,2013/10/07 16:05:55,908
18,2013/10/07 16:35:55,572
18,2013/10/07 17:05:55,720
18,2013/10/07 17:35:55,876
18,2013/10/07 18:05:55,913
18,2013/10/07 18:35:55,979
18,2013/10/07 19:05:55,622
18,2013/10/13 08:35:38,1023
18,2013/10/13 09:35:38,799
18,2013/10/13 10:05:38,238
18,2013/10/13 10:35:38,1014
18,2013/10/13 11:05:38,811
18,2013/10/13 11:35:38,219
18,2013/10/13 12:05:38,732
18,2013/10/13 12:35:38,974
18,2013/10/13 13:05:38,546
18,2013/10/13 13:35:38,542
18,2013/12/16 13:50:03,480
19,2013/10/13 18:50:06,964
19,2013/10/13 19:20:07,493
19,2013/10/13 19:50:07,989
19,2013/10/13 20:20:08,341
19,2013/10/13 20:50:08,259
19,2013/10/13 21:20:09,852
19,2013/10/13 21:50:09,884
19,2013/10/13 23:15:10,163
19,2013/10/13 23:45:10,722
19,2013/12/16 00:00:00,585
19,2013/12/16 10:05:23,911
19,2013/12/16 10:35:23,107
19,2013/12/16 11:10:08,769
19,2013/12/16 12:30:58,690
19,2013/12/16 13:00:58,804
19,2013/12/16 13:30:58,435
19,2013/12/16 14:00:58,192
19,2013/12/16 14:30:58,255
19,2013/12/16 15:00:58,275
19,2013/12/16 15:30:58,852
19,2013/12/16 16:00:58,526
19,2013/12/16 16:30:58,554
19,2013/12/16 17:00:58,253
19,2013/12/16 17:30:58,846
19,2013/12/16 18:00:58,707
19,2013/12/16 18:30:58,893
19,2013/12/16 19:00:58,88
19,2013/12/16 19:30:58,862
19,2013/12/16 20:00:58,2
19,2013/12/16 20:30:58,892
19,2013/12/16 21:00:58,205
19,2013/12/16 21:30:58,901
19,2013/12/16 22:00:58,356
19,2013/12/16 22:30:58,855
19,2013/12/16 23:00:58,528
20,2013/07/07 15:45:25,369
20,2013/07/07 16:15:25,989
20,2013/10/07 00:00:00,158
20,2013/10/07 08:50:59,5
20,2013/10/07 09:20:59,887
20,2013/10/07 09:50:59,229
20,2013/10/07 10:20:59,793
20,2013/10/07 10:50:59,84
20,2013/10/07 11:20:59,33
20,2013/10/07 11:50:59,592
20,2013/10/07 12:20:59,182
20,2013/10/07 12:50:59,796
20,2013/10/07 13:20:59,178
20,2013/10/07 13:50:59,162
20,2013/10/07 14:20:59,795
20,2013/10/07 14:50:59,654
20,2013/10/07 15:20:59,604
20,2013/10/07 15:50:59,895
20,2013/10/07 16:20:59,209
20,2013/10/07 16:50:59,908
20,2013/10/07 17:20:59,694
20,2013/10/07 17:50:59,885
20,2013/10/07 18:20:59,228
20,2013/10/07 19:55:00,438
20,2013/10/07 20:25:19,430
20,2013/10/07 20:55:36,646
20,2013/10/07 22:25:36,30
20,2013/10/07 22:55:36,2
20,2013/10/07 23:25:36,971
20,2013/10/07 23:55:36,293
20,2013/10/13 10:30:17,391
20,2013/10/13 11:00:17,833
20,2013/10/13 11:30:17,108
20,2013/10/13 12:00:17,1015
20,2013/10/13 12:30:17,1024
21,2013/07/07 18:30:25,210
21,2013/07/07 19:00:25,643
21,2013/07/07 19:30:25,45
21,2013/07/07 20:00:25,722
21,2013/10/07 13:30:24,35
21,2013/10/07 14:15:09,592
21,2013/10/07 14:50:17,897
21,2013/10/07 15:25:25,24
21,2013/10/07 17:20:05,879
21,2013/10/13 09:40:33,798
21,2013/10/13 10:10:33,634
21,2013/10/13 10:40:33,299
21,2013/10/13 11:10:33,655
21,2013/10/13 12:10:33,667
21,2013/10/13 12:40:33,730
21,2013/10/13 13:10:33,609
21,2013/10/13 13:40:33,323
21,2013/10/13 14:10:33,816
21,2013/10/13 14:40:33,510
21,2013/10/13 15:10:33,720
21,2013/10/13 15:40:33,315
21,2013/10/13 16:10:33,952
21,2013/10/13 16:40:33,640
21,2013/12/16 10:15:10,416
21,2013/12/16 10:45:10,379
21,2013/12/16 11:15:10,461
21,2013/12/16 11:45:10,447
21,2013/12/16 12:15:10,681
21,2013/12/16 12:45:10,404
21,2013/12/16 13:55:10,82
21,2013/12/16 14:25:10,86
21,2013/12/16 14:55:10,269
21,2013/12/16 15:25:10,151
21,2013/12/16 15:55:10,885
21,2013/12/16 16:25:10,886
22,2013/10/13 10:45:43,253
22,2013/10/13 11:15:43,399
22,2013/10/13 11:45:43,898
22,2013/10/13 12:15:43,770
22,2013/10/13 12:45:43,253
22,2013/10/13 13:15:43,727
22,2013/10/13 13:45:43,365
22,2013/10/13 14:15:43,554
22,2013/10/13 14:45:43,335
22,2013/10/13 15:15:43,82
22,2013/10/13 15:45:43,831
22,2013/10/13 16:15:43,681
22,2013/10/13 16:45:43,420
22,2013/10/13 17:15:43,373
22,2013/10/13 17:45:43,891
22,2013/10/13 18:15:43,203
22,2013/10/13 18:45:43,371
22,2013/10/13 19:15:43,101
22,2013/10/13 19:45:43,672
22,2013/10/13 20:15:43,135
22,2013/10/13 20:45:43,1024
22,2013/10/13 21:15:43,986
22,2013/10/13 21:45:43,19
22,2013/10/13 22:15:43,22
22,2013/10/13 22:45:43,213
22,2013/12/22 08:55:26,281
22,2013/12/22 10:25:26,807
22,2013/12/22 10:55:26,758
22,2013/12/22 11:25:26,139
22,2013/12/22 11:55:26,745
22,2013/12/22 12:25:26,353
22,2013/12/22 12:55:26,287
22,2013/12/22 13:25:26,162
22,2013/12/22 13:55:26,547
22,2013/12/22 14:25:26,494
23,2013/12/16 12:40:51,525
23,2013/12/16 13:10:51,237
23,2013/12/16 13:40:51,907
23,2013/12/16 14:10:51,790
23,2013/12/16 14:40:51,418
23,2013/12/16 18:10:51,217
23,2013/12/16 18:40:51,429
23,2013/12/16 19:10:51,802
23,2013/12/16 19:40:51,359
23,2013/12/16 20:10:51,1012
23,2013/12/16 20:40:51,862
23,2013/12/16 21:10:51,352
23,2013/12/16 21:40:51,38
23,2013/12/22 00:00:00,731
23,2013/12/22 09:55:29,613
23,2013/12/22 10:25:29,870
23,2013/12/22 10:55:29,623
23,2013/12/22 11:25:29,422
23,2013/12/22 11:55:29,409
23,2013/12/22 12:25:29,251
23,2013/12/22 13:25:29,919
23,2013/12/22 13:55:29,1011
23,2013/12/22 14:25:29,387
23,2013/12/22 14:55:29,903
23,2013/12/22 15:25:29,877
23,2013/12/22 15:55:29,681
23,2013/12/22 16:25:29,430
23,2013/12/22 16:55:29,457
23,2013/12/22 17:25:29,365
23,2013/12/22 17:55:29,143
23,2013/12/22 18:25:29,71
23,2013/12/22 18:55:29,3
23,2013/12/22 19:25:29,948
23,2013/12/22 19:55:29,855
23,2013/12/22 20:25:29,856
24,2013/10/07 17:05:17,1
24,2013/10/07 17:35:17,693
24,2013/10/07 18:05:17,731
24,2013/10/13 12:40:18,158
24,2013/10/13 13:50:18,644
24,2013/10/13 14:20:24,266
24,2013/10/13 14:50:29,470
24,2013/10/13 15:20:34,334
24,2013/10/13 15:50:40,636
24,2013/10/13 16:20:45,538
24,2013/10/13 16:50:50,528
24,2013/10/13 17:20:55,100
24,2013/10/13 17:55:01,707
24,2013/10/13 18:25:50,943
24,2013/12/16 00:00:00,831
