poi_id,y,x,category,y_id,x_id,2D_id,count
245,35.68933871,139.6967638,shops/Miscellaneous Shop/1,12,4,388,2
246,35.69465188,139.70496638,home/departure/8,14,6,454,2
247,35.69914175,139.77295876,food/Caf?/3,15,24,504,6
248,35.6850545,139.7759913,shops/Bike Shop/1,11,25,377,1
249,35.70140705,139.75383997,food/Ramen or Noodle House/3,16,19,531,1
250,35.71103227,139.79076012,home/departure/8,19,29,637,2
251,35.68953724,139.75452879,home/departure/8,12,19,403,2
252,35.65457638,139.79242086,arts_entertainment/Movie Theater/4,1,29,61,11
253,35.67021544,139.76451382,food/Malaysian Restaurant/3,6,22,214,4
254,35.68313335,139.73114314,home/departure/8,10,13,333,2
255,35.68355534,139.69960005,home/departure/8,10,5,325,1
256,35.70426907,139.77071643,arts_entertainment/Art Gallery/4,17,24,568,18
257,35.65615644,139.70514715,arts_entertainment/Art Gallery/4,1,6,38,9
258,35.65517594,139.78819017,home/departure/8,1,28,60,2
259,35.66480801,139.75734407,food/Japanese Restaurant/3,4,20,148,2
260,35.66931434,139.73823767,home/departure/8,6,15,207,2
261,35.73103852,139.78164218,home/departure/8,25,27,827,1
262,35.67559225,139.71090045,home/departure/8,8,8,264,2
263,35.6814784,139.73362638,travel/Hotel/4,10,14,334,2
264,35.68520767,139.77467068,building/Government Building/7,11,25,377,3
265,35.69583082,139.7015208,arts_entertainment/Stadium/4,14,5,453,12
266,35.65864743,139.69565749,arts_entertainment/Concert Hall/4,2,4,68,40
267,35.68981879,139.69696324,food/Japanese Restaurant/3,12,4,388,1
268,35.65863871,139.69967008,shops/Food & Drink Shops/5,2,5,69,2
269,35.71142514,139.71814775,home/departure/8,19,10,618,2
270,35.72925405,139.71552864,food/Ramen or Noodle House/3,25,9,809,9
271,35.72991815,139.71599668,arts_entertainment/Arcade/4,25,9,809,61
272,35.68595957,139.70721487,home/departure/8,11,7,359,1
273,35.68711009,139.6927431,home/departure/8,11,3,355,2
274,35.66457057,139.73933995,food/Bakery/5,4,15,143,2
275,35.71591003,139.7705511,home/departure/8,21,24,696,2
276,35.67104454,139.76394922,food/Tea Room/3,6,22,214,2
277,35.72755616,139.71306509,food/Ramen or Noodle House/3,24,8,776,7
278,35.68957997,139.70145777,travel/Train Station/2,12,5,389,14
279,35.676554,139.736821,food/Chinese Restaurant/3,8,15,271,1
280,35.72471251,139.78670857,home/departure/8,23,28,764,2
281,35.67413644,139.76321161,arts_entertainment/Indie Movie Theater/4,7,22,246,5
282,35.70752665,139.78627837,home/departure/8,18,28,604,2
283,35.66167425,139.77183977,home/departure/8,3,24,120,2
284,35.67346534,139.76051331,arts_entertainment/Movie Theater/4,7,21,245,11
285,35.71300698,139.77583408,travel/Train Station/2,20,25,665,30
286,35.7131988,139.77621397,home/departure/8,20,25,665,2
287,35.69797423,139.78743196,food/Chinese Restaurant/3,15,28,508,1
288,35.693128,139.777862,food/Caf?/3,13,26,442,4
289,35.72999218,139.70978737,food/Ramen or Noodle House/3,25,7,807,2
290,35.69586701,139.75447928,food/Chinese Restaurant/3,14,19,467,1
291,35.68064658,139.72660344,home/departure/8,9,12,300,1
292,35.711391,139.782456,food/Japanese Restaurant/3,19,27,635,2
293,35.6929075,139.72115993,food/Chinese Restaurant/3,13,10,426,2
294,35.71369516,139.77750778,travel/Train Station/2,20,26,666,173
295,35.65436596,139.75688423,parks_outdoors/Sculpture Garden/4,1,20,52,2
296,35.65850795,139.701325,travel/Train Station/2,2,5,69,112
297,35.65659341,139.70228389,nightlife/Nightclub/3,2,5,69,19
298,35.66142254,139.70101197,nightlife/Sake Bar/3,3,5,101,11
299,35.68800165,139.69898343,food/Fast Food Restaurant/3,12,5,389,6
300,35.6895059,139.69737813,arts_entertainment/Arcade/4,12,4,388,17
301,35.65596684,139.70539391,food/Diner/3,1,6,38,1
302,35.652121,139.688564,food/Caf?/3,0,2,2,1
303,35.65438296,139.69858323,home/departure/8,1,4,36,2
304,35.65561814,139.75674212,travel/Train Station/2,1,20,52,121
305,35.66051834,139.70197678,food/Japanese Restaurant/3,3,5,101,2
306,35.66715118,139.70588744,food/Thai Restaurant/3,5,6,166,3
307,35.6548815,139.70377386,food/Japanese Restaurant/3,1,6,38,2
308,35.68204808,139.71807362,home/departure/8,10,10,330,2
309,35.69624482,139.79263124,nightlife/Sake Bar/3,14,30,478,5
310,35.67817181,139.69279636,home/departure/8,9,3,291,1
311,35.66052616,139.77096447,home/departure/8,3,24,120,2
312,35.69034569,139.69978809,travel/Train Station/2,12,5,389,78
313,35.73184291,139.72806394,travel/Train Station/2,26,12,844,42
314,35.73078165,139.73017406,food/Bakery/5,25,13,813,1
315,35.68304104,139.70215917,travel/Train Station/2,10,5,325,4
316,35.6782831,139.73598126,shops/Wine Shop/,9,14,302,3
317,35.68245063,139.76922512,travel/Hotel/4,10,23,343,3
318,35.69760611,139.76872355,building/Post Office/7,15,23,503,6
319,35.72375979,139.68763631,home/departure/8,23,2,738,1
320,35.65795005,139.70075369,travel/Bus Station/2,2,5,69,12
321,35.65313786,139.70874234,home/departure/8,1,7,39,1
322,35.68956363,139.69693825,food/Asian Restaurant/3,12,4,388,4
323,35.65696662,139.74693228,home/departure/8,2,17,81,2
324,35.65578991,139.69540764,building/Office/7,1,4,36,4
325,35.68416521,139.73846287,food/Japanese Restaurant/3,10,15,335,2
326,35.69184575,139.79431444,home/departure/8,13,30,446,2
327,35.68288295,139.77422618,Travel & Transport/Bus Station/2,10,25,345,1
328,35.68501813,139.78308678,food/Caf?/3,11,27,379,2
329,35.66075915,139.72747654,arts_entertainment/Music Venue/4,3,12,108,10
330,35.72765076,139.73380201,home/departure/8,24,14,782,2
331,35.66596085,139.75683868,food/Fast Food Restaurant/3,5,20,180,2
332,35.65345179,139.74377632,building/Hospital/7,1,17,49,1
333,35.6663095,139.75861967,travel/Train Station/2,5,20,180,6
334,35.6803068,139.7678411,travel/Train Station/2,9,23,311,5
335,35.73083769,139.76523599,home/departure/8,25,22,822,2
336,35.67309928,139.74076152,building/Building/7,7,16,240,6
337,35.67458148,139.71712925,arts_entertainment/Baseball Stadium/4,7,9,233,15
338,35.68161184,139.78618205,food/Ramen or Noodle House/3,10,28,348,3
339,35.71439842,139.68535209,home/departure/8,20,1,641,2
340,35.694869,139.73468889,home/departure/8,14,14,462,2
341,35.69974729,139.76551831,parks_outdoors/Bridge/2,15,22,502,12
342,35.68129593,139.76703107,travel/Train Station/2,10,23,343,23
343,35.71437464,139.7034359,shops/Mall/1,20,6,646,3
344,35.731267,139.715835,shops/Hobby Shop/1,26,9,841,51
345,35.68402796,139.77445006,parks_outdoors/Bridge/2,10,25,345,12
346,35.691028,139.770317,food/BBQ Joint/3,13,24,440,3
347,35.73017424,139.71618724,arts_entertainment/Arcade/4,25,9,809,4
348,35.68724548,139.74563148,home/departure/8,11,17,369,2
349,35.67014698,139.75508816,parks_outdoors/Plaza/4,6,20,212,1
350,35.66548907,139.76108864,arts_entertainment/General Entertainment/4,4,21,149,7
351,35.70048787,139.77178395,shops/Hobby Shop/1,16,24,536,57
352,35.6742846,139.76369575,shops/Department Store/1,7,22,246,12
353,35.67416368,139.76321295,food/Coffee Shop/3,7,22,246,1
354,35.69993026,139.77523327,food/Japanese Restaurant/3,15,25,505,1
355,35.71035434,139.7614038,education/University/6,19,21,629,1
356,35.65698415,139.77393362,home/departure/8,2,25,89,2
357,35.68459004,139.78170812,education/College Library/6,11,27,379,3
358,35.72821026,139.7030958,home/departure/8,25,6,806,2
359,35.69053957,139.76751387,building/Temple/7,12,23,407,3
360,35.73029701,139.71068859,travel/Train Station/2,25,8,808,54
361,35.65561378,139.70369339,travel/Train Station/2,1,6,38,4
362,35.67489251,139.776797,food/Coffee Shop/3,7,25,249,1
363,35.66170688,139.72965024,shops/Convenience Store/1,3,13,109,1
364,35.66036471,139.72897053,building/Building/7,3,13,109,26
365,35.66083292,139.72957541,food/Caf?/3,3,13,109,2
366,35.72902543,139.71109629,travel/Train Station/2,25,8,808,47
367,35.69281672,139.6828907,home/departure/8,13,0,416,2
368,35.65807274,139.73633767,home/departure/8,2,15,79,1
369,35.65489893,139.74161983,parks_outdoors/Bridge/2,1,16,48,1
370,35.66189885,139.74936892,food/Coffee Shop/3,3,18,114,1
371,35.71508957,139.71014758,building/Office/7,20,8,648,1
372,35.72849414,139.71149862,travel/Train Station/2,25,8,808,3
373,35.65907021,139.69891101,arts_entertainment/Multiplex/4,2,5,69,23
374,35.66126926,139.70465209,nightlife/Bar/3,3,6,102,2
375,35.66247202,139.732503,food/Fast Food Restaurant/3,3,14,110,1
376,35.66017229,139.77739533,home/departure/8,3,25,121,1
377,35.6563722,139.69942331,building/Building/7,2,5,69,7
378,35.66351281,139.73292792,nightlife/Bar/3,4,14,142,13
379,35.70903901,139.74361182,home/arrival/8,18,16,592,1
380,35.66836655,139.76492286,travel/Hotel/4,5,22,182,1
381,35.72934243,139.74515125,home/departure/8,25,17,817,2
382,35.6528813,139.77923963,home/departure/8,0,26,26,2
383,35.67830897,139.72016642,home/departure/8,9,10,298,2
384,35.66162436,139.69871832,arts_entertainment/Movie Theater/4,3,4,100,8
385,35.712238,139.779025,food/Japanese Restaurant/3,19,26,634,1
386,35.70986214,139.76232648,education/University/6,19,21,629,1
387,35.68373929,139.70727418,home/departure/8,10,7,327,2
388,35.67852023,139.74428058,building/Library/7,9,17,305,11
389,35.69030303,139.69100435,home/departure/8,12,2,386,2
390,35.69747051,139.76152115,education/College Academic Building/6,15,21,501,15
391,35.67248771,139.70661207,home/departure/8,7,7,231,2
392,35.7105694,139.70339049,food/Restaurant/3,19,6,614,1
393,35.68028937,139.76808786,food/Ramen or Noodle House/3,9,23,311,6
394,35.68174404,139.76920897,shops/Toy or Game Store/1,10,23,343,1
395,35.71400056,139.68319974,home/departure/8,20,0,640,1
396,35.71187508,139.70473707,shops/Grocery or Supermarkets/5,19,6,614,1
397,35.70608589,139.70712051,education/University/6,17,7,551,4
398,35.69249469,139.70112853,building/Building/7,13,5,421,24
399,35.72223398,139.79685597,home/departure/8,23,31,767,2
400,35.6706763,139.70252395,travel/Train Station/2,6,6,198,63
401,35.71470987,139.70940977,home/departure/8,20,7,647,2
402,35.73044942,139.70616639,shops/Hobby Shop/1,25,6,806,1
403,35.728596,139.713317,shops/Music Store/1,25,8,808,1
404,35.68480242,139.73006431,Travel & Transport/Platform/2,11,13,365,4
405,35.65353374,139.68877305,home/departure/8,1,2,34,2
406,35.69035772,139.70166518,Arts & Entertainment/Movie Theater/4,12,5,389,23
407,35.65956268,139.69828049,home/departure/8,3,4,100,2
408,35.68903426,139.69718367,food/Japanese Restaurant/3,12,4,388,4
409,35.70091806,139.74176869,food/Ramen or Noodle House/3,16,16,528,6
410,35.70245203,139.68078488,home/departure/8,16,0,512,2
411,35.69308612,139.69535708,building/Building/7,13,4,420,4
412,35.66041265,139.73033845,food/Japanese Restaurant/3,3,13,109,4
413,35.65848487,139.76933815,home/departure/8,2,23,87,1
414,35.72982457,139.71481068,arts_entertainment/Movie Theater/4,25,9,809,16
415,35.66508375,139.72971417,food/Japanese Restaurant/3,4,13,141,1
416,35.682479,139.686938,nightlife/Sports Bar/3,10,1,321,1
417,35.69021489,139.79622318,home/departure/8,12,30,414,2
418,35.67916575,139.78099634,nightlife/Pub/3,9,26,314,1
419,35.69997164,139.77081031,building/Event Space/4,15,24,504,165
420,35.66223013,139.71706688,arts_entertainment/Art Museum/4,3,9,105,3
421,35.66485385,139.74321306,food/Japanese Restaurant/3,4,16,144,1
422,35.70113914,139.75178003,food/Japanese Restaurant/3,16,19,531,1
423,35.654681,139.745105,parks_outdoors/Bridge/2,1,17,49,1
424,35.70476567,139.75270271,parks_outdoors/Baseball Field/4,17,19,563,5
