reg_id,y_id,x_id,y(center),x(center),hospital
162,6,2,34.6571875,135.445625,0
163,6,3,34.6571875,135.449375,0
164,6,4,34.6571875,135.453125,0
165,6,5,34.6571875,135.456875,0
166,6,6,34.6571875,135.460625,0
167,6,7,34.6571875,135.464375,0
168,6,8,34.6571875,135.468125,0
169,6,9,34.6571875,135.471875,0
170,6,10,34.6571875,135.475625,0
171,6,11,34.6571875,135.479375,0
172,6,12,34.6571875,135.483125,0
173,6,13,34.6571875,135.486875,0
174,6,14,34.6571875,135.490625,1
175,6,15,34.6571875,135.494375,0
176,6,16,34.6571875,135.498125,0
177,6,17,34.6571875,135.501875,0
178,6,18,34.6571875,135.505625,0
179,6,19,34.6571875,135.509375,0
180,6,20,34.6571875,135.513125,0
181,6,21,34.6571875,135.516875,0
182,6,22,34.6571875,135.520625,0
183,6,23,34.6571875,135.524375,1
184,6,24,34.6571875,135.528125,0
185,6,25,34.6571875,135.531875,0
186,6,26,34.6571875,135.535625,1
187,6,27,34.6571875,135.539375,0
188,6,28,34.6571875,135.543125,0
189,6,29,34.6571875,135.546875,0
190,6,30,34.6571875,135.550625,0
191,6,31,34.6571875,135.554375,0
192,6,32,34.6571875,135.558125,0
193,7,1,34.6603125,135.441875,0
194,7,2,34.6603125,135.445625,0
195,7,3,34.6603125,135.449375,0
196,7,4,34.6603125,135.453125,0
197,7,5,34.6603125,135.456875,0
198,7,6,34.6603125,135.460625,0
199,7,7,34.6603125,135.464375,0
200,7,8,34.6603125,135.468125,0
201,7,9,34.6603125,135.471875,0
202,7,10,34.6603125,135.475625,0
203,7,11,34.6603125,135.479375,0
204,7,12,34.6603125,135.483125,0
205,7,13,34.6603125,135.486875,1
206,7,14,34.6603125,135.490625,0
207,7,15,34.6603125,135.494375,0
208,7,16,34.6603125,135.498125,0
209,7,17,34.6603125,135.501875,0
210,7,18,34.6603125,135.505625,0
211,7,19,34.6603125,135.509375,0
212,7,20,34.6603125,135.513125,0
213,7,21,34.6603125,135.516875,0
214,7,22,34.6603125,135.520625,0
215,7,23,34.6603125,135.524375,0
216,7,24,34.6603125,135.528125,0
217,7,25,34.6603125,135.531875,0
218,7,26,34.6603125,135.535625,0
219,7,27,34.6603125,135.539375,0
220,7,28,34.6603125,135.543125,0
221,7,29,34.6603125,135.546875,0
222,7,30,34.6603125,135.550625,0
223,7,31,34.6603125,135.554375,0
224,7,32,34.6603125,135.558125,0
225,8,1,34.6634375,135.441875,0
226,8,2,34.6634375,135.445625,0
227,8,3,34.6634375,135.449375,0
228,8,4,34.6634375,135.453125,0
229,8,5,34.6634375,135.456875,0
230,8,6,34.6634375,135.460625,0
231,8,7,34.6634375,135.464375,0
232,8,8,34.6634375,135.468125,0
233,8,9,34.6634375,135.471875,0
234,8,10,34.6634375,135.475625,0
235,8,11,34.6634375,135.479375,0
236,8,12,34.6634375,135.483125,0
237,8,13,34.6634375,135.486875,1
238,8,14,34.6634375,135.490625,0
239,8,15,34.6634375,135.494375,0
240,8,16,34.6634375,135.498125,0
241,8,17,34.6634375,135.501875,0
242,8,18,34.6634375,135.505625,0
243,8,19,34.6634375,135.509375,0
244,8,20,34.6634375,135.513125,0
245,8,21,34.6634375,135.516875,0
246,8,22,34.6634375,135.520625,0
247,8,23,34.6634375,135.524375,0
248,8,24,34.6634375,135.528125,0
249,8,25,34.6634375,135.531875,0
250,8,26,34.6634375,135.535625,0
251,8,27,34.6634375,135.539375,0
252,8,28,34.6634375,135.543125,0
253,8,29,34.6634375,135.546875,0
254,8,30,34.6634375,135.550625,0
255,8,31,34.6634375,135.554375,0
256,8,32,34.6634375,135.558125,0
257,9,1,34.6665625,135.441875,0
258,9,2,34.6665625,135.445625,0
259,9,3,34.6665625,135.449375,0
260,9,4,34.6665625,135.453125,0
261,9,5,34.6665625,135.456875,0
262,9,6,34.6665625,135.460625,0
263,9,7,34.6665625,135.464375,0
264,9,8,34.6665625,135.468125,0
265,9,9,34.6665625,135.471875,0
266,9,10,34.6665625,135.475625,0
267,9,11,34.6665625,135.479375,0
268,9,12,34.6665625,135.483125,0
269,9,13,34.6665625,135.486875,0
270,9,14,34.6665625,135.490625,0
271,9,15,34.6665625,135.494375,0
272,9,16,34.6665625,135.498125,0
273,9,17,34.6665625,135.501875,0
274,9,18,34.6665625,135.505625,0
275,9,19,34.6665625,135.509375,0
276,9,20,34.6665625,135.513125,0
277,9,21,34.6665625,135.516875,0
278,9,22,34.6665625,135.520625,0
279,9,23,34.6665625,135.524375,0
280,9,24,34.6665625,135.528125,0
281,9,25,34.6665625,135.531875,0
282,9,26,34.6665625,135.535625,0
283,9,27,34.6665625,135.539375,0
284,9,28,34.6665625,135.543125,0
285,9,29,34.6665625,135.546875,0
286,9,30,34.6665625,135.550625,0
287,9,31,34.6665625,135.554375,0
288,9,32,34.6665625,135.558125,0
289,10,1,34.6696875,135.441875,0
290,10,2,34.6696875,135.445625,0
291,10,3,34.6696875,135.449375,0
292,10,4,34.6696875,135.453125,0
293,10,5,34.6696875,135.456875,0
294,10,6,34.6696875,135.460625,0
295,10,7,34.6696875,135.464375,0
296,10,8,34.6696875,135.468125,1
297,10,9,34.6696875,135.471875,0
298,10,10,34.6696875,135.475625,0
299,10,11,34.6696875,135.479375,0
300,10,12,34.6696875,135.483125,0
301,10,13,34.6696875,135.486875,0
302,10,14,34.6696875,135.490625,0
303,10,15,34.6696875,135.494375,1
304,10,16,34.6696875,135.498125,0
305,10,17,34.6696875,135.501875,0
306,10,18,34.6696875,135.505625,0
307,10,19,34.6696875,135.509375,0
308,10,20,34.6696875,135.513125,0
309,10,21,34.6696875,135.516875,0
310,10,22,34.6696875,135.520625,0
311,10,23,34.6696875,135.524375,0
312,10,24,34.6696875,135.528125,0
313,10,25,34.6696875,135.531875,0
314,10,26,34.6696875,135.535625,0
315,10,27,34.6696875,135.539375,0
316,10,28,34.6696875,135.543125,0
317,10,29,34.6696875,135.546875,0
318,10,30,34.6696875,135.550625,0
319,10,31,34.6696875,135.554375,0
320,10,32,34.6696875,135.558125,0
321,11,1,34.6728125,135.441875,0
322,11,2,34.6728125,135.445625,0
323,11,3,34.6728125,135.449375,0
324,11,4,34.6728125,135.453125,0
325,11,5,34.6728125,135.456875,0
326,11,6,34.6728125,135.460625,1
327,11,7,34.6728125,135.464375,0
328,11,8,34.6728125,135.468125,0
329,11,9,34.6728125,135.471875,0
330,11,10,34.6728125,135.475625,0
331,11,11,34.6728125,135.479375,1
332,11,12,34.6728125,135.483125,0
333,11,13,34.6728125,135.486875,0
334,11,14,34.6728125,135.490625,0
335,11,15,34.6728125,135.494375,0
336,11,16,34.6728125,135.498125,0
337,11,17,34.6728125,135.501875,0
338,11,18,34.6728125,135.505625,0
339,11,19,34.6728125,135.509375,0
340,11,20,34.6728125,135.513125,0
341,11,21,34.6728125,135.516875,0
342,11,22,34.6728125,135.520625,0
343,11,23,34.6728125,135.524375,0
344,11,24,34.6728125,135.528125,1
345,11,25,34.6728125,135.531875,0
346,11,26,34.6728125,135.535625,0
347,11,27,34.6728125,135.539375,0
348,11,28,34.6728125,135.543125,0
349,11,29,34.6728125,135.546875,0
350,11,30,34.6728125,135.550625,0
351,11,31,34.6728125,135.554375,0
352,11,32,34.6728125,135.558125,0
353,12,1,34.6759375,135.441875,0
354,12,2,34.6759375,135.445625,0
355,12,3,34.6759375,135.449375,0
356,12,4,34.6759375,135.453125,0
357,12,5,34.6759375,135.456875,0
358,12,6,34.6759375,135.460625,1
359,12,7,34.6759375,135.464375,0
360,12,8,34.6759375,135.468125,0
361,12,9,34.6759375,135.471875,0
362,12,10,34.6759375,135.475625,0
363,12,11,34.6759375,135.479375,0
364,12,12,34.6759375,135.483125,0
365,12,13,34.6759375,135.486875,0
366,12,14,34.6759375,135.490625,0
367,12,15,34.6759375,135.494375,0
368,12,16,34.6759375,135.498125,0
369,12,17,34.6759375,135.501875,0
370,12,18,34.6759375,135.505625,0
371,12,19,34.6759375,135.509375,0
372,12,20,34.6759375,135.513125,0
373,12,21,34.6759375,135.516875,0
374,12,22,34.6759375,135.520625,0
375,12,23,34.6759375,135.524375,0
376,12,24,34.6759375,135.528125,0
377,12,25,34.6759375,135.531875,0
378,12,26,34.6759375,135.535625,0
379,12,27,34.6759375,135.539375,0
380,12,28,34.6759375,135.543125,0
381,12,29,34.6759375,135.546875,0
382,12,30,34.6759375,135.550625,0
383,12,31,34.6759375,135.554375,0
384,12,32,34.6759375,135.558125,0
385,13,1,34.6790625,135.441875,0
386,13,2,34.6790625,135.445625,0
387,13,3,34.6790625,135.449375,0
388,13,4,34.6790625,135.453125,0
389,13,5,34.6790625,135.456875,0
390,13,6,34.6790625,135.460625,0
391,13,7,34.6790625,135.464375,0
392,13,8,34.6790625,135.468125,0
393,13,9,34.6790625,135.471875,0
394,13,10,34.6790625,135.475625,0
395,13,11,34.6790625,135.479375,0
396,13,12,34.6790625,135.483125,0
397,13,13,34.6790625,135.486875,0
398,13,14,34.6790625,135.490625,0
399,13,15,34.6790625,135.494375,0
400,13,16,34.6790625,135.498125,0
401,13,17,34.6790625,135.501875,0
402,13,18,34.6790625,135.505625,0
403,13,19,34.6790625,135.509375,0
404,13,20,34.6790625,135.513125,0
405,13,21,34.6790625,135.516875,0
406,13,22,34.6790625,135.520625,0
407,13,23,34.6790625,135.524375,0
408,13,24,34.6790625,135.528125,0
409,13,25,34.6790625,135.531875,0
410,13,26,34.6790625,135.535625,0
411,13,27,34.6790625,135.539375,0
412,13,28,34.6790625,135.543125,0
413,13,29,34.6790625,135.546875,0
414,13,30,34.6790625,135.550625,0
415,13,31,34.6790625,135.554375,0
416,13,32,34.6790625,135.558125,0
417,14,1,34.6821875,135.441875,0
418,14,2,34.6821875,135.445625,0
419,14,3,34.6821875,135.449375,0
420,14,4,34.6821875,135.453125,1
421,14,5,34.6821875,135.456875,0
422,14,6,34.6821875,135.460625,0
423,14,7,34.6821875,135.464375,0
424,14,8,34.6821875,135.468125,0
425,14,9,34.6821875,135.471875,0
426,14,10,34.6821875,135.475625,0
427,14,11,34.6821875,135.479375,0
428,14,12,34.6821875,135.483125,0
429,14,13,34.6821875,135.486875,0
430,14,14,34.6821875,135.490625,0
431,14,15,34.6821875,135.494375,0
432,14,16,34.6821875,135.498125,0
433,14,17,34.6821875,135.501875,0
434,14,18,34.6821875,135.505625,1
435,14,19,34.6821875,135.509375,0
436,14,20,34.6821875,135.513125,0
437,14,21,34.6821875,135.516875,0
438,14,22,34.6821875,135.520625,0
439,14,23,34.6821875,135.524375,0
440,14,24,34.6821875,135.528125,0
441,14,25,34.6821875,135.531875,0
442,14,26,34.6821875,135.535625,0
443,14,27,34.6821875,135.539375,0
444,14,28,34.6821875,135.543125,0
445,14,29,34.6821875,135.546875,0
446,14,30,34.6821875,135.550625,0
447,14,31,34.6821875,135.554375,0
448,14,32,34.6821875,135.558125,0
449,15,1,34.6853125,135.441875,1
450,15,2,34.6853125,135.445625,0
451,15,3,34.6853125,135.449375,0
452,15,4,34.6853125,135.453125,0
453,15,5,34.6853125,135.456875,0
454,15,6,34.6853125,135.460625,0
455,15,7,34.6853125,135.464375,0
456,15,8,34.6853125,135.468125,0
457,15,9,34.6853125,135.471875,0
458,15,10,34.6853125,135.475625,0
459,15,11,34.6853125,135.479375,0
460,15,12,34.6853125,135.483125,0
461,15,13,34.6853125,135.486875,0
462,15,14,34.6853125,135.490625,0
463,15,15,34.6853125,135.494375,0
464,15,16,34.6853125,135.498125,0
465,15,17,34.6853125,135.501875,0
466,15,18,34.6853125,135.505625,0
467,15,19,34.6853125,135.509375,0
468,15,20,34.6853125,135.513125,0
469,15,21,34.6853125,135.516875,0
470,15,22,34.6853125,135.520625,0
471,15,23,34.6853125,135.524375,1
472,15,24,34.6853125,135.528125,0
473,15,25,34.6853125,135.531875,0
474,15,26,34.6853125,135.535625,0
475,15,27,34.6853125,135.539375,0
476,15,28,34.6853125,135.543125,0
477,15,29,34.6853125,135.546875,0
478,15,30,34.6853125,135.550625,0
479,15,31,34.6853125,135.554375,0
480,15,32,34.6853125,135.558125,0
481,16,1,34.6884375,135.441875,0
482,16,2,34.6884375,135.445625,0
483,16,3,34.6884375,135.449375,0
484,16,4,34.6884375,135.453125,0
485,16,5,34.6884375,135.456875,0
486,16,6,34.6884375,135.460625,0
487,16,7,34.6884375,135.464375,0
488,16,8,34.6884375,135.468125,0
489,16,9,34.6884375,135.471875,0
490,16,10,34.6884375,135.475625,0
491,16,11,34.6884375,135.479375,1
492,16,12,34.6884375,135.483125,0
493,16,13,34.6884375,135.486875,0
494,16,14,34.6884375,135.490625,0
495,16,15,34.6884375,135.494375,0
496,16,16,34.6884375,135.498125,0
497,16,17,34.6884375,135.501875,1
498,16,18,34.6884375,135.505625,0
499,16,19,34.6884375,135.509375,0
500,16,20,34.6884375,135.513125,0
501,16,21,34.6884375,135.516875,0
502,16,22,34.6884375,135.520625,0
503,16,23,34.6884375,135.524375,0
504,16,24,34.6884375,135.528125,0
505,16,25,34.6884375,135.531875,0
506,16,26,34.6884375,135.535625,0
507,16,27,34.6884375,135.539375,1
508,16,28,34.6884375,135.543125,0
509,16,29,34.6884375,135.546875,0
510,16,30,34.6884375,135.550625,0
511,16,31,34.6884375,135.554375,0
512,16,32,34.6884375,135.558125,0
513,17,1,34.6915625,135.441875,0
514,17,2,34.6915625,135.445625,0
515,17,3,34.6915625,135.449375,0
516,17,4,34.6915625,135.453125,0
517,17,5,34.6915625,135.456875,0
518,17,6,34.6915625,135.460625,0
519,17,7,34.6915625,135.464375,0
520,17,8,34.6915625,135.468125,0
521,17,9,34.6915625,135.471875,0
522,17,10,34.6915625,135.475625,1
523,17,11,34.6915625,135.479375,0
524,17,12,34.6915625,135.483125,0
525,17,13,34.6915625,135.486875,0
526,17,14,34.6915625,135.490625,0
527,17,15,34.6915625,135.494375,0
528,17,16,34.6915625,135.498125,0
529,17,17,34.6915625,135.501875,0
530,17,18,34.6915625,135.505625,0
531,17,19,34.6915625,135.509375,0
532,17,20,34.6915625,135.513125,0
533,17,21,34.6915625,135.516875,0
534,17,22,34.6915625,135.520625,0
535,17,23,34.6915625,135.524375,1
536,17,24,34.6915625,135.528125,0
537,17,25,34.6915625,135.531875,0
538,17,26,34.6915625,135.535625,0
539,17,27,34.6915625,135.539375,0
540,17,28,34.6915625,135.543125,0
541,17,29,34.6915625,135.546875,0
542,17,30,34.6915625,135.550625,0
543,17,31,34.6915625,135.554375,0
544,17,32,34.6915625,135.558125,0
545,18,1,34.6946875,135.441875,0
546,18,2,34.6946875,135.445625,0
547,18,3,34.6946875,135.449375,0
548,18,4,34.6946875,135.453125,0
549,18,5,34.6946875,135.456875,0
550,18,6,34.6946875,135.460625,1
551,18,7,34.6946875,135.464375,0
552,18,8,34.6946875,135.468125,0
553,18,9,34.6946875,135.471875,0
554,18,10,34.6946875,135.475625,0
555,18,11,34.6946875,135.479375,0
556,18,12,34.6946875,135.483125,0
557,18,13,34.6946875,135.486875,0
558,18,14,34.6946875,135.490625,0
559,18,15,34.6946875,135.494375,0
560,18,16,34.6946875,135.498125,0
561,18,17,34.6946875,135.501875,1
562,18,18,34.6946875,135.505625,0
563,18,19,34.6946875,135.509375,0
564,18,20,34.6946875,135.513125,0
565,18,21,34.6946875,135.516875,0
566,18,22,34.6946875,135.520625,0
567,18,23,34.6946875,135.524375,0
568,18,24,34.6946875,135.528125,0
569,18,25,34.6946875,135.531875,0
570,18,26,34.6946875,135.535625,0
571,18,27,34.6946875,135.539375,0
572,18,28,34.6946875,135.543125,0
573,18,29,34.6946875,135.546875,0
574,18,30,34.6946875,135.550625,0
575,18,31,34.6946875,135.554375,0
576,18,32,34.6946875,135.558125,0
577,19,1,34.6978125,135.441875,0
578,19,2,34.6978125,135.445625,0
579,19,3,34.6978125,135.449375,0
580,19,4,34.6978125,135.453125,0
581,19,5,34.6978125,135.456875,0
582,19,6,34.6978125,135.460625,0
583,19,7,34.6978125,135.464375,0
584,19,8,34.6978125,135.468125,0
585,19,9,34.6978125,135.471875,0
586,19,10,34.6978125,135.475625,0
587,19,11,34.6978125,135.479375,0
588,19,12,34.6978125,135.483125,0
589,19,13,34.6978125,135.486875,0
590,19,14,34.6978125,135.490625,0
591,19,15,34.6978125,135.494375,0
592,19,16,34.6978125,135.498125,0
593,19,17,34.6978125,135.501875,0
594,19,18,34.6978125,135.505625,0
595,19,19,34.6978125,135.509375,0
596,19,20,34.6978125,135.513125,0
597,19,21,34.6978125,135.516875,0
598,19,22,34.6978125,135.520625,0
599,19,23,34.6978125,135.524375,0
600,19,24,34.6978125,135.528125,0
601,19,25,34.6978125,135.531875,0
602,19,26,34.6978125,135.535625,0
603,19,27,34.6978125,135.539375,0
604,19,28,34.6978125,135.543125,0
605,19,29,34.6978125,135.546875,0
606,19,30,34.6978125,135.550625,0
607,19,31,34.6978125,135.554375,0
608,19,32,34.6978125,135.558125,0
609,20,1,34.7009375,135.441875,0
610,20,2,34.7009375,135.445625,0
611,20,3,34.7009375,135.449375,0
612,20,4,34.7009375,135.453125,0
613,20,5,34.7009375,135.456875,0
614,20,6,34.7009375,135.460625,0
615,20,7,34.7009375,135.464375,0
616,20,8,34.7009375,135.468125,0
617,20,9,34.7009375,135.471875,0
618,20,10,34.7009375,135.475625,0
619,20,11,34.7009375,135.479375,0
620,20,12,34.7009375,135.483125,0
621,20,13,34.7009375,135.486875,0
622,20,14,34.7009375,135.490625,0
623,20,15,34.7009375,135.494375,0
624,20,16,34.7009375,135.498125,0
625,20,17,34.7009375,135.501875,0
626,20,18,34.7009375,135.505625,0
627,20,19,34.7009375,135.509375,0
628,20,20,34.7009375,135.513125,1
629,20,21,34.7009375,135.516875,0
630,20,22,34.7009375,135.520625,0
631,20,23,34.7009375,135.524375,1
632,20,24,34.7009375,135.528125,0
633,20,25,34.7009375,135.531875,0
634,20,26,34.7009375,135.535625,0
635,20,27,34.7009375,135.539375,0
636,20,28,34.7009375,135.543125,0
637,20,29,34.7009375,135.546875,0
638,20,30,34.7009375,135.550625,0
639,20,31,34.7009375,135.554375,0
640,20,32,34.7009375,135.558125,0
641,21,1,34.7040625,135.441875,0
642,21,2,34.7040625,135.445625,0
643,21,3,34.7040625,135.449375,0
644,21,4,34.7040625,135.453125,0
645,21,5,34.7040625,135.456875,0
646,21,6,34.7040625,135.460625,0
647,21,7,34.7040625,135.464375,0
648,21,8,34.7040625,135.468125,0
649,21,9,34.7040625,135.471875,0
650,21,10,34.7040625,135.475625,0
651,21,11,34.7040625,135.479375,0
652,21,12,34.7040625,135.483125,0
653,21,13,34.7040625,135.486875,0
654,21,14,34.7040625,135.490625,0
655,21,15,34.7040625,135.494375,0
656,21,16,34.7040625,135.498125,0
657,21,17,34.7040625,135.501875,0
658,21,18,34.7040625,135.505625,0
659,21,19,34.7040625,135.509375,0
660,21,20,34.7040625,135.513125,0
661,21,21,34.7040625,135.516875,0
662,21,22,34.7040625,135.520625,0
663,21,23,34.7040625,135.524375,0
664,21,24,34.7040625,135.528125,0
665,21,25,34.7040625,135.531875,0
666,21,26,34.7040625,135.535625,0
667,21,27,34.7040625,135.539375,0
668,21,28,34.7040625,135.543125,0
669,21,29,34.7040625,135.546875,0
670,21,30,34.7040625,135.550625,0
671,21,31,34.7040625,135.554375,0
672,21,32,34.7040625,135.558125,0
673,22,1,34.7071875,135.441875,0
674,22,2,34.7071875,135.445625,0
675,22,3,34.7071875,135.449375,0
676,22,4,34.7071875,135.453125,0
677,22,5,34.7071875,135.456875,0
678,22,6,34.7071875,135.460625,0
679,22,7,34.7071875,135.464375,0
680,22,8,34.7071875,135.468125,0
681,22,9,34.7071875,135.471875,0
682,22,10,34.7071875,135.475625,0
683,22,11,34.7071875,135.479375,0
684,22,12,34.7071875,135.483125,0
685,22,13,34.7071875,135.486875,0
686,22,14,34.7071875,135.490625,0
687,22,15,34.7071875,135.494375,0
688,22,16,34.7071875,135.498125,0
689,22,17,34.7071875,135.501875,0
690,22,18,34.7071875,135.505625,0
691,22,19,34.7071875,135.509375,0
692,22,20,34.7071875,135.513125,0
693,22,21,34.7071875,135.516875,0
694,22,22,34.7071875,135.520625,0
695,22,23,34.7071875,135.524375,0
696,22,24,34.7071875,135.528125,0
697,22,25,34.7071875,135.531875,0
698,22,26,34.7071875,135.535625,0
699,22,27,34.7071875,135.539375,0
700,22,28,34.7071875,135.543125,0
701,22,29,34.7071875,135.546875,0
702,22,30,34.7071875,135.550625,0
703,22,31,34.7071875,135.554375,0
704,22,32,34.7071875,135.558125,0
705,23,1,34.7103125,135.441875,0
706,23,2,34.7103125,135.445625,0
707,23,3,34.7103125,135.449375,0
708,23,4,34.7103125,135.453125,1
709,23,5,34.7103125,135.456875,0
710,23,6,34.7103125,135.460625,0
711,23,7,34.7103125,135.464375,0
712,23,8,34.7103125,135.468125,0
713,23,9,34.7103125,135.471875,0
714,23,10,34.7103125,135.475625,0
715,23,11,34.7103125,135.479375,0
716,23,12,34.7103125,135.483125,0
717,23,13,34.7103125,135.486875,0
718,23,14,34.7103125,135.490625,0
719,23,15,34.7103125,135.494375,0
720,23,16,34.7103125,135.498125,0
721,23,17,34.7103125,135.501875,0
722,23,18,34.7103125,135.505625,0
723,23,19,34.7103125,135.509375,0
724,23,20,34.7103125,135.513125,0
725,23,21,34.7103125,135.516875,0
726,23,22,34.7103125,135.520625,0
727,23,23,34.7103125,135.524375,0
728,23,24,34.7103125,135.528125,0
729,23,25,34.7103125,135.531875,0
730,23,26,34.7103125,135.535625,0
731,23,27,34.7103125,135.539375,0
732,23,28,34.7103125,135.543125,0
733,23,29,34.7103125,135.546875,0
734,23,30,34.7103125,135.550625,0
